,Second,MSE,First
2,100.0,0.60133141827,100
1,200.0,0.520547611631,100
4,300.0,0.548886852694,100
0,400.0,0.756773457989,100
5,500.0,1.02624688474,100
3,600.0,0.476675620175,100
7,700.0,0.68729522034,100
6,800.0,0.627463956905,100
8,900.0,0.965408794945,100
11,1000.0,1.25146754974,100
12,1100.0,0.833253988549,100
10,1200.0,0.759287682402,100
16,1300.0,0.40956882789,100
9,1400.0,0.64867647266,100
15,1500.0,0.95829627726,100
19,1600.0,0.916820675066,100
13,1700.0,0.780451211464,100
21,1800.0,0.996398507041,100
20,1900.0,1.12639659327,100
14,2000.0,0.903442705687,100
24,2100.0,0.696045664168,100
17,2200.0,0.724966417468,100
25,2300.0,0.633082692496,100
18,2400.0,1.04314145279,100
27,2500.0,1.10628283638,100
26,2600.0,0.644007117085,100
28,2700.0,0.700015084346,100
22,2800.0,1.60995978694,100
29,2900.0,0.938130680707,100
23,3000.0,1.28344825387,100
0,100.0,0.785880296369,200
1,200.0,0.652682448371,200
2,300.0,0.570091272789,200
3,400.0,0.55705909897,200
5,500.0,0.80872291622,200
4,600.0,0.855770994568,200
6,700.0,0.950344377328,200
7,800.0,0.784395092435,200
8,900.0,0.456626649295,200
9,1000.0,0.528680885982,200
12,1100.0,1.07122777288,200
10,1200.0,0.62637045372,200
13,1300.0,0.654439369686,200
11,1400.0,0.762953894285,200
14,1500.0,0.616628282155,200
18,1600.0,0.589712004062,200
15,1700.0,0.785189977088,200
20,1800.0,0.976257064894,200
16,1900.0,0.804031664299,200
17,2000.0,0.730352365104,200
19,2100.0,0.487751305497,200
22,2200.0,0.408906010078,200
23,2300.0,0.716628757941,200
26,2400.0,0.971635507873,200
27,2500.0,0.932057930816,200
21,2600.0,0.849882559469,200
28,2700.0,0.958564697527,200
29,2800.0,0.739346742888,200
24,2900.0,1.17866490326,200
25,3000.0,0.851776744688,200
0,100.0,0.577700066101,300
1,200.0,0.85555778065,300
2,300.0,0.566933087927,300
3,400.0,0.648756858815,300
4,500.0,0.41899199204,300
5,600.0,1.00816985212,300
6,700.0,0.538819040644,300
7,800.0,0.573658342622,300
8,900.0,0.723063941773,300
10,1000.0,0.73395579054,300
9,1100.0,0.505915230577,300
11,1200.0,0.69067675181,300
12,1300.0,0.638206516988,300
15,1400.0,0.762450617653,300
13,1500.0,0.456103591611,300
17,1600.0,0.78411890998,300
14,1700.0,0.643318326525,300
16,1800.0,0.83344322452,300
19,1900.0,0.73721183992,300
18,2000.0,0.756704952558,300
23,2100.0,0.630147205684,300
20,2200.0,0.481218114316,300
21,2300.0,0.577276308681,300
22,2400.0,1.02223231883,300
24,2500.0,0.764395397285,300
26,2600.0,0.875534284773,300
27,2700.0,0.388914638826,300
25,2800.0,1.13635576377,300
28,2900.0,0.798786890552,300
29,3000.0,0.756031086503,300
0,100.0,0.790624256454,400
1,200.0,0.494232670606,400
2,300.0,0.884105372052,400
3,400.0,0.802597757219,400
4,500.0,0.537796852247,400
5,600.0,0.620556130587,400
6,700.0,0.4669166072,400
7,800.0,0.422524876356,400
8,900.0,0.75722255191,400
9,1000.0,0.662356572981,400
10,1100.0,0.806911875368,400
12,1200.0,0.714955304749,400
11,1300.0,0.823742509668,400
13,1400.0,0.694726298146,400
14,1500.0,0.552478029713,400
15,1600.0,0.714432012895,400
18,1700.0,0.438949120008,400
17,1800.0,0.508571995752,400
16,1900.0,0.828530942543,400
19,2000.0,0.534336012305,400
20,2100.0,0.823025003088,400
23,2200.0,0.799277871909,400
22,2300.0,0.641889336125,400
21,2400.0,0.716627755488,400
24,2500.0,0.955353304837,400
25,2600.0,0.774012887632,400
26,2700.0,0.691962066035,400
27,2800.0,0.567630792533,400
28,2900.0,0.808390394372,400
29,3000.0,0.653216084429,400
0,100.0,0.548214179715,500
1,200.0,0.656477747239,500
2,300.0,0.431967606862,500
3,400.0,0.670789453306,500
4,500.0,0.62000175329,500
5,600.0,0.357921030942,500
6,700.0,0.717891457094,500
7,800.0,0.563413853791,500
8,900.0,1.07717113753,500
10,1000.0,0.463411809362,500
9,1100.0,0.667240288807,500
11,1200.0,0.596351333772,500
13,1300.0,0.641109329527,500
12,1400.0,0.892222936313,500
16,1500.0,0.615456925396,500
17,1600.0,0.784389934869,500
14,1700.0,0.76014917381,500
15,1800.0,0.480366786482,500
20,1900.0,0.479596068355,500
21,2000.0,0.840588625486,500
22,2100.0,0.839197818353,500
18,2200.0,1.26990576702,500
19,2300.0,0.797810539216,500
24,2400.0,0.74653193538,500
26,2500.0,0.874744699322,500
28,2600.0,0.861297743271,500
23,2700.0,0.645263626417,500
27,2800.0,0.53024346958,500
29,2900.0,0.814595988972,500
25,3000.0,0.853355855103,500
0,100.0,0.935535547897,600
1,200.0,0.818327631333,600
2,300.0,1.09928592384,600
3,400.0,0.525194860688,600
4,500.0,0.51924680835,600
5,600.0,0.749098516412,600
6,700.0,0.70625081346,600
8,800.0,0.856197538989,600
7,900.0,0.633567757408,600
9,1000.0,0.606478924837,600
11,1100.0,0.911995568,600
12,1200.0,0.703380021252,600
10,1300.0,0.624787519707,600
15,1400.0,0.799365623745,600
14,1500.0,0.576647526311,600
13,1600.0,0.65796261488,600
17,1700.0,0.732749561449,600
18,1800.0,0.826755183565,600
16,1900.0,1.02828817202,600
19,2000.0,0.653255264944,600
21,2100.0,0.373737671879,600
23,2200.0,0.633407933993,600
20,2300.0,0.9182578768,600
25,2400.0,0.426856656919,600
24,2500.0,0.919397010754,600
22,2600.0,0.858372616654,600
28,2700.0,0.952546495517,600
26,2800.0,0.60883098106,600
27,2900.0,0.796960753081,600
29,3000.0,0.574907024865,600
0,100.0,0.67595068355,700
1,200.0,0.658702392304,700
2,300.0,0.94217818087,700
3,400.0,1.02234038996,700
4,500.0,0.698294562231,700
5,600.0,0.634492853899,700
6,700.0,0.654393591765,700
7,800.0,0.579107178453,700
8,900.0,1.01726289891,700
9,1000.0,0.706553103042,700
10,1100.0,0.518772265842,700
11,1200.0,0.770450534792,700
13,1300.0,0.886663969937,700
12,1400.0,0.625141860138,700
15,1500.0,0.956882145487,700
16,1600.0,0.641935894461,700
18,1700.0,0.619203872847,700
14,1800.0,0.744917751767,700
19,1900.0,0.835100733618,700
17,2000.0,0.499660609762,700
22,2100.0,0.515037421022,700
23,2200.0,0.470267683268,700
24,2300.0,0.565565279268,700
20,2400.0,0.977152655006,700
21,2500.0,0.774906723022,700
26,2600.0,0.438322826171,700
27,2700.0,0.641392106528,700
25,2800.0,0.667611698095,700
29,2900.0,0.78052058494,700
28,3000.0,0.507226515971,700
0,100.0,1.12414891141,1000
1,200.0,1.49610653126,1000
2,300.0,0.869185967904,1000
3,400.0,1.11481271218,1000
4,500.0,0.894165943524,1000
5,600.0,0.80536809132,1000
7,700.0,1.12840340221,1000
6,800.0,0.793040865521,1000
8,900.0,0.889797542056,1000
11,1000.0,0.53410258392,1000
10,1100.0,0.829576153769,1000
9,1200.0,0.937121881318,1000
14,1300.0,0.999497673483,1000
12,1400.0,0.56760719783,1000
15,1500.0,0.58140029314,1000
13,1600.0,0.778231435672,1000
16,1700.0,0.549655561713,1000
21,1800.0,0.736539597755,1000
22,1900.0,1.01597274944,1000
17,2000.0,0.787181737432,1000
18,2100.0,0.991006958299,1000
20,2200.0,0.778186813692,1000
26,2300.0,0.913312354989,1000
19,2400.0,0.626209815138,1000
28,2500.0,0.640116079798,1000
23,2600.0,0.820652302703,1000
29,2700.0,0.698184164412,1000
24,2800.0,0.870820306032,1000
25,2900.0,0.84629936073,1000
27,3000.0,0.533206117021,1000
0,100.0,0.974604434241,1100
1,200.0,1.45444281375,1100
3,300.0,1.22066088263,1100
2,400.0,0.902690848978,1100
4,500.0,0.686064022664,1100
5,600.0,1.13070346393,1100
6,700.0,1.38311184499,1100
7,800.0,0.959679457171,1100
8,900.0,0.554692150715,1100
9,1000.0,0.770774664967,1100
10,1100.0,1.03140211126,1100
11,1200.0,0.625980584105,1100
12,1300.0,1.13246111356,1100
13,1400.0,1.40727628676,1100
14,1500.0,0.873629145072,1100
15,1600.0,0.950191351934,1100
16,1700.0,0.959691615417,1100
17,1800.0,0.665606161121,1100
18,1900.0,0.665181938611,1100
19,2000.0,0.857340172924,1100
20,2100.0,0.804686813758,1100
21,2200.0,1.61498653397,1100
23,2300.0,1.04363631398,1100
22,2400.0,0.938861630581,1100
24,2500.0,1.21537486642,1100
25,2600.0,0.91743356741,1100
26,2700.0,1.12706245421,1100
27,2800.0,1.0178923393,1100
28,2900.0,1.3050390228,1100
29,3000.0,1.25526914011,1100
0,100.0,1.06654070276,1200
1,200.0,1.38225511504,1200
2,300.0,1.55853062494,1200
3,400.0,0.943300050862,1200
4,500.0,0.498614049139,1200
5,600.0,1.08335171341,1200
6,700.0,0.742467302547,1200
7,800.0,0.972628603381,1200
8,900.0,0.74188586826,1200
9,1000.0,0.607422245558,1200
10,1100.0,1.53639118156,1200
11,1200.0,0.497821040575,1200
12,1300.0,1.0223748486,1200
13,1400.0,1.59484682714,1200
14,1500.0,1.3818280396,1200
15,1600.0,0.736464378646,1200
16,1700.0,0.743184321242,1200
17,1800.0,0.923256572784,1200
18,1900.0,0.693269372413,1200
19,2000.0,1.43949505215,1200
21,2100.0,0.950676343931,1200
22,2200.0,0.812937945939,1200
20,2300.0,1.01321629808,1200
24,2400.0,0.686466627408,1200
23,2500.0,0.866510285753,1200
25,2600.0,0.822311689256,1200
26,2700.0,1.03966990041,1200
27,2800.0,0.71820875238,1200
29,2900.0,0.684562108697,1200
28,3000.0,0.606737955608,1200
0,100.0,0.889757809179,1300
1,200.0,1.27223970558,1300
2,300.0,0.921719562627,1300
3,400.0,1.08384738292,1300
4,500.0,0.790102043322,1300
5,600.0,0.630473921605,1300
6,700.0,0.934165505999,1300
7,800.0,1.37406633199,1300
8,900.0,1.44564141569,1300
9,1000.0,0.905670615389,1300
10,1100.0,0.954728111484,1300
11,1200.0,0.608027563142,1300
12,1300.0,1.91123814549,1300
13,1400.0,0.836493598706,1300
14,1500.0,0.642458291826,1300
15,1600.0,0.974146027184,1300
16,1700.0,1.56420138855,1300
17,1800.0,1.18450419369,1300
19,1900.0,0.813337321408,1300
20,2000.0,1.3941466226,1300
21,2100.0,1.11964376249,1300
22,2200.0,1.39140255611,1300
18,2300.0,1.05037242341,1300
24,2400.0,0.950641804518,1300
23,2500.0,1.02029340543,1300
25,2600.0,0.495410971001,1300
26,2700.0,1.35640207711,1300
27,2800.0,1.07925803564,1300
28,2900.0,1.31386064452,1300
29,3000.0,0.646935666055,1300
0,100.0,1.81410115924,1400
1,200.0,0.734793230366,1400
2,300.0,1.52882466648,1400
3,400.0,1.2109397111,1400
4,500.0,1.35142697906,1400
5,600.0,1.31295472624,1400
6,700.0,0.846020892336,1400
7,800.0,0.854080859357,1400
8,900.0,0.692382253941,1400
9,1000.0,1.49397488844,1400
10,1100.0,0.763022963217,1400
11,1200.0,0.813413042883,1400
12,1300.0,0.703796419056,1400
13,1400.0,1.12838667301,1400
15,1500.0,0.630131158866,1400
14,1600.0,1.57941550685,1400
16,1700.0,0.886124961954,1400
17,1800.0,0.966123047512,1400
20,1900.0,1.73817934002,1400
18,2000.0,0.971160081835,1400
19,2100.0,1.1133939734,1400
21,2200.0,0.806660352652,1400
22,2300.0,1.02418183461,1400
23,2400.0,0.889449161886,1400
24,2500.0,0.85972842136,1400
26,2600.0,0.87271806928,1400
25,2700.0,0.723042978628,1400
27,2800.0,1.59129963263,1400
29,2900.0,1.15105131429,1400
28,3000.0,0.908179236183,1400
0,100.0,1.39372608446,1500
1,200.0,0.902444499609,1500
2,300.0,1.12156142476,1500
3,400.0,1.02678110809,1500
4,500.0,1.17093651587,1500
5,600.0,0.552282930109,1500
6,700.0,1.18503963279,1500
7,800.0,1.27551670537,1500
8,900.0,1.0504323151,1500
9,1000.0,1.09628297455,1500
10,1100.0,1.01376669102,1500
11,1200.0,1.50376446709,1500
13,1300.0,0.792885611793,1500
12,1400.0,0.866217430833,1500
15,1500.0,1.07189901911,1500
14,1600.0,0.793904636352,1500
16,1700.0,0.841173157444,1500
18,1800.0,1.03417261662,1500
19,1900.0,1.40841951131,1500
17,2000.0,1.07782361713,1500
21,2100.0,1.19448959207,1500
20,2200.0,0.877913830605,1500
24,2300.0,0.790771514961,1500
22,2400.0,1.62360189936,1500
25,2500.0,1.75749245434,1500
23,2600.0,0.684009835988,1500
27,2700.0,1.5712997488,1500
26,2800.0,0.844091209782,1500
28,2900.0,0.924626749806,1500
29,3000.0,1.33268690024,1500
0,100.0,1.49299966175,1600
1,200.0,0.986078200607,1600
2,300.0,1.337866738,1600
3,400.0,1.2700535279,1600
4,500.0,1.02877787163,1600
5,600.0,1.52982786404,1600
6,700.0,0.995523205086,1600
7,800.0,0.70154423852,1600
8,900.0,1.38030011532,1600
9,1000.0,0.664274396794,1600
10,1100.0,0.875193850515,1600
11,1200.0,1.53549190555,1600
12,1300.0,0.965200966301,1600
14,1400.0,1.13436634547,1600
13,1500.0,0.564543991466,1600
15,1600.0,0.884198614466,1600
16,1700.0,1.54377869162,1600
17,1800.0,1.26340383736,1600
18,1900.0,0.894612149435,1600
20,2000.0,0.898495383948,1600
19,2100.0,0.93940086852,1600
21,2200.0,0.648152660154,1600
22,2300.0,1.18081395737,1600
23,2400.0,0.755059514667,1600
24,2500.0,1.72473177039,1600
25,2600.0,1.22913073513,1600
27,2700.0,0.951431968876,1600
26,2800.0,1.3352031388,1600
28,2900.0,1.29159005691,1600
29,3000.0,1.15463115001,1600
0,100.0,0.976072780728,1700
1,200.0,1.55619622887,1700
2,300.0,1.56155610732,1700
3,400.0,1.42040424686,1700
4,500.0,2.86705245791,1700
5,600.0,1.88936700946,1700
6,700.0,1.41081297251,1700
7,800.0,1.83116745052,1700
8,900.0,1.72912116829,1700
9,1000.0,1.14262439745,1700
10,1100.0,1.32445712748,1700
11,1200.0,0.83785121552,1700
12,1300.0,1.16414291052,1700
13,1400.0,0.893844385336,1700
14,1500.0,0.913436270359,1700
15,1600.0,1.63153790094,1700
16,1700.0,1.71253243804,1700
18,1800.0,1.58590756389,1700
19,1900.0,1.70599842883,1700
17,2000.0,1.30484790293,1700
20,2100.0,0.742712735503,1700
23,2200.0,1.7660931436,1700
22,2300.0,0.834376597926,1700
21,2400.0,1.2691865217,1700
24,2500.0,0.992985322719,1700
25,2600.0,1.51665853941,1700
27,2700.0,0.907775401127,1700
26,2800.0,1.81765690541,1700
28,2900.0,0.87036582283,1700
29,3000.0,1.13535045328,1700
0,100.0,1.31154033982,1800
1,200.0,0.977902838629,1800
2,300.0,1.42646120991,1800
3,400.0,1.25105096489,1800
4,500.0,1.29155909698,1800
6,600.0,1.89240338875,1800
7,700.0,0.895812758878,1800
5,800.0,1.39362726261,1800
8,900.0,1.87925701727,1800
11,1000.0,1.57394079586,1800
12,1100.0,1.27919473082,1800
10,1200.0,0.957363633871,1800
9,1300.0,1.07646599795,1800
14,1400.0,1.40791702172,1800
13,1500.0,1.18319260903,1800
16,1600.0,0.942187946118,1800
17,1700.0,1.24759108902,1800
18,1800.0,0.92065436037,1800
15,1900.0,1.0345002596,1800
23,2000.0,0.701278075147,1800
22,2100.0,1.85120484005,1800
20,2200.0,2.11508667326,1800
26,2300.0,2.81976362685,1800
19,2400.0,1.41756095378,1800
21,2500.0,1.32893638842,1800
28,2600.0,1.04957120518,1800
24,2700.0,0.65037521632,1800
25,2800.0,1.10714557944,1800
27,2900.0,1.31154295277,1800
29,3000.0,1.47208998096,1800
0,100.0,2.14035575795,1900
1,200.0,1.1390009489,1900
2,300.0,1.14395861171,1900
3,400.0,1.4623457298,1900
4,500.0,1.75962745581,1900
5,600.0,0.996102596432,1900
6,700.0,0.912397245378,1900
7,800.0,1.06306517659,1900
8,900.0,1.23317159518,1900
10,1000.0,0.769948621784,1900
9,1100.0,1.51391431779,1900
11,1200.0,1.08636537691,1900
12,1300.0,0.924758028586,1900
13,1400.0,1.44786184423,1900
15,1500.0,1.16393884318,1900
14,1600.0,2.1035203181,1900
16,1700.0,1.47263490785,1900
18,1800.0,1.90392500468,1900
17,1900.0,2.0588097521,1900
19,2000.0,1.17010516609,1900
20,2100.0,1.14786593927,1900
21,2200.0,1.1948684252,1900
22,2300.0,1.11931843397,1900
23,2400.0,1.69904835549,1900
25,2500.0,1.27795336216,1900
24,2600.0,1.32820427346,1900
26,2700.0,0.678712571779,1900
27,2800.0,0.725026095455,1900
29,2900.0,1.82634767953,1900
28,3000.0,1.32600783862,1900
0,100.0,1.93145707564,2000
1,200.0,1.50618421438,2000
2,300.0,0.921356456087,2000
3,400.0,1.55242297857,2000
4,500.0,1.94966652857,2000
5,600.0,1.13304815271,2000
6,700.0,1.69371499279,2000
7,800.0,1.56897863456,2000
9,900.0,1.75963502437,2000
8,1000.0,1.12746569029,2000
11,1100.0,1.15462044257,2000
10,1200.0,0.918802900604,2000
12,1300.0,1.87757035172,2000
13,1400.0,1.54295777173,2000
15,1500.0,2.13016939716,2000
14,1600.0,1.94383261452,2000
16,1700.0,1.29021546269,2000
18,1800.0,1.81831891138,2000
17,1900.0,1.52150111967,2000
20,2000.0,1.04194772249,2000
19,2100.0,1.21466144838,2000
24,2200.0,1.73595771865,2000
27,2300.0,0.973207973695,2000
21,2400.0,0.812395502703,2000
22,2500.0,1.48100169522,2000
28,2600.0,1.79907706992,2000
29,2700.0,0.999015520171,2000
25,2800.0,1.24004450997,2000
26,2900.0,1.04708458879,2000
23,3000.0,1.15709836138,2000
0,100.0,4.51333554709,2100
1,200.0,1.79892370674,2100
2,300.0,2.12261524684,2100
3,400.0,1.16348956582,2100
4,500.0,1.13606624187,2100
5,600.0,1.46812362588,2100
7,700.0,1.33479490416,2100
6,800.0,1.09391758107,2100
8,900.0,1.81688187542,2100
10,1000.0,1.0513068724,2100
9,1100.0,1.59227763551,2100
11,1200.0,1.13977753876,2100
12,1300.0,1.56687518689,2100
14,1400.0,0.930378183546,2100
15,1500.0,1.85994009381,2100
13,1600.0,0.890942164447,2100
16,1700.0,1.55054863155,2100
18,1800.0,1.97918964338,2100
20,1900.0,1.37700957882,2100
21,2000.0,2.58882940622,2100
17,2100.0,1.57632702353,2100
19,2200.0,1.04227338162,2100
29,2300.0,1.1846691788,2100
22,2400.0,1.21585096417,2100
27,2500.0,0.840596521956,2100
28,2600.0,1.86409013476,2100
26,2700.0,0.939681692004,2100
23,2800.0,1.01802361935,2100
24,2900.0,1.27959599929,2100
25,3000.0,0.879830522123,2100
0,100.0,1.34080661852,2300
1,200.0,1.26711133705,2300
2,300.0,3.01022850331,2300
3,400.0,1.99690370298,2300
4,500.0,1.37233177778,2300
5,600.0,1.16036109013,2300
6,700.0,0.902919760269,2300
8,800.0,2.86375447387,2300
7,900.0,1.05633621867,2300
9,1000.0,1.44684312439,2300
10,1100.0,1.20282645067,2300
12,1200.0,0.944303326936,2300
11,1300.0,1.7125512256,2300
13,1400.0,1.07341318077,2300
14,1500.0,1.82687270731,2300
15,1600.0,1.95365540022,2300
16,1700.0,1.17357578844,2300
17,1800.0,1.27871442471,2300
18,1900.0,1.37138467404,2300
19,2000.0,1.32266932098,2300
20,2100.0,1.81275960949,2300
21,2200.0,0.96091435936,2300
22,2300.0,1.97192841239,2300
23,2400.0,1.75147594705,2300
24,2500.0,1.13156003829,2300
25,2600.0,1.33681400811,2300
26,2700.0,1.13412679461,2300
27,2800.0,1.41238378678,2300
28,2900.0,1.30477888912,2300
29,3000.0,1.76427047002,2300
0,100.0,1.79459816228,2400
1,200.0,1.21696491679,2400
2,300.0,1.43077978038,2400
3,400.0,1.72926565672,2400
4,500.0,1.57861861315,2400
5,600.0,0.999400103876,2400
6,700.0,1.44882271235,2400
7,800.0,1.48120995731,2400
8,900.0,1.40531724768,2400
9,1000.0,2.08625495027,2400
10,1100.0,1.407492919,2400
12,1200.0,0.996566531161,2400
11,1300.0,1.32787320822,2400
13,1400.0,1.66894882466,2400
15,1500.0,1.04022197414,2400
16,1600.0,1.3969556405,2400
14,1700.0,1.85341469201,2400
18,1800.0,2.99889759676,2400
20,1900.0,1.34830938466,2400
19,2000.0,1.39635429614,2400
17,2100.0,1.9277889832,2400
22,2200.0,0.891040589365,2400
21,2300.0,1.16906344697,2400
23,2400.0,1.40779615872,2400
24,2500.0,1.24539898264,2400
28,2600.0,1.2772513812,2400
27,2700.0,1.82337382358,2400
25,2800.0,1.47826990899,2400
29,2900.0,1.58574102914,2400
26,3000.0,1.2623455732,2400
0,100.0,7.95733449517,2500
1,200.0,3.62065797787,2500
2,300.0,2.44647920738,2500
3,400.0,2.14960152155,2500
5,500.0,2.52946435357,2500
4,600.0,1.77025144044,2500
7,700.0,1.49697820238,2500
6,800.0,1.93087969739,2500
8,900.0,1.59446538167,2500
9,1000.0,1.25602562358,2500
10,1100.0,1.46445480347,2500
11,1200.0,2.49925707752,2500
12,1300.0,1.58899124088,2500
13,1400.0,2.91518729657,2500
14,1500.0,2.13646320087,2500
15,1600.0,2.41865821787,2500
16,1700.0,1.4225906155,2500
18,1800.0,1.53040667162,2500
17,1900.0,1.27495052345,2500
20,2000.0,1.69163350296,2500
22,2100.0,1.87335122144,2500
23,2200.0,1.16438807615,2500
19,2300.0,1.49459210561,2500
21,2400.0,2.04156211495,2500
24,2500.0,1.29752177113,2500
25,2600.0,1.18098360445,2500
26,2700.0,1.85855690896,2500
27,2800.0,0.82865713242,2500
28,2900.0,1.01602767327,2500
29,3000.0,1.51824448104,2500
